开放粤语词典（粤语拼音字数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［粤语拼音］	［国语解释］
有理走遍天下，无理寸步难行	yaw5 ley5 jaw2 pin3 tin1 ha6 mow4 ley5 ceun3 bow6 nan4 hang4	
有利必有弊	yaw5 ley6 bid1 yaw5 bay6	
有利可图	yaw5 ley6 ho2 tow4	
有料	yaw5 liu2	有本事，有能耐，有办法，有资格，有学问，有才干
有料到	yaw5 liu2 dow3	有本事，有内容，有进展，有所收获
有落	yaw5 log6	有下车的，有人下车，下一站请停车
有来有往	yaw5 loi4 yaw5 wong5	
有路数	yaw5 low6 sow3	有门路，有路子，有法子，有途径，有线索
有慢	yaw5 man6	有下车的，有人下车，下一站请停车
有问题	yaw5 mant6 tay4	
有乜冬瓜豆腐	yaw5 mat1 donk1 gua1 daw6 fu6	有什么三长两短
有乜咁巴闭	yaw5 mat1 gamp3 ba1 bay3	有什么了不起的
有乜咁出奇	yaw5 mat1 gamp3 cot1 key4	世界上的事，真是无奇不有，请不要少见多怪
有乜好倾	yaw5 mat1 how2 kenk1	没有什么好谈的了
有乜噏乜	yaw5 mat1 ngap1 mat1	有什么话就说什么，没有保留
有乜事干	yaw5 mat1 si6 gon3	有何贵干
有乜用	yaw5 mat1 yonk6	有啥用，有什么用，什么用处也没有
有米	yaw5 may5	有钱，富有
有名	yaw5 meng2	
有名无实	yaw5 menk4 mow4 sat6	
有面	yaw5 min2	有面子，有脸面，有地位，有名望
有目共睹	yaw5 mok6 gonk6 dow2	
有冇	yaw5 mow5	有没有
有冇搅错	yaw5 mow5 gau2 co3	有没有搞错，不会吧，搞错了没有
有冇声气	yaw5 mow5 seng1 hey3	有没有希望
有挐褦	yaw5 na1 nank3	有关，有牵扯，有牵连，有瓜葛
有能力	yaw5 nank4 lek6	
诱饵	yaw5 ney6	
有眼不识泰山	yaw5 ngan5 bat1 sek1 tai3 san1	
有银	yaw5 ngant2	有钱
有银揾	yaw5 ngant2 want2	有钱可赚
有我喺度	yaw5 ngo5 hay2 dow6	有我在
有耐心	yaw5 noi6 samp1	
有案可查	yaw5 on3 ho2 ca4	
有排	yaw5 pai4	还有很长时间
有排等	yaw5 pai4 dank2	够等的了
有心	yaw5 samp1	故意，存心
有心	yaw5 samp1	谢谢您关心
有心人	yaw5 samp1 yant4	
有心人士	yaw5 samp1 yant4 si6	
有生之年	yaw5 sank1 ji1 nin4	
有生以来	yaw5 sank1 yi5 loi4	
有失	yaw5 sat1	
有失身份	yaw5 sat1 sant1 fant6	
有失体统	yaw5 sat1 tay2 tonk2	
有仇	yaw5 saw4	
有仇不报非君子	yaw5 saw4 bat1 bow3 fey1 guant1 ji2	
有仇必报	yaw5 saw4 bid1 bow3	
有些少	yaw5 se1 siu2	有一点，有点
有声气喇	yaw5 seng1 hey3 la3	有希望了
有伤风化	yaw5 seong1 fonk1 fa3	
有事	yaw5 si6	
有事慢慢讲	yaw5 si6 man6 man6 gong2	有事好说
有线电视	yaw5 sin3 din6 si6	
友善	yaw5 sin6	
有少少	yaw5 siu2 siu2	有一点，有点儿
有信心	yaw5 sont3 samp1	
有头无尾	yaw5 taw4 mow4 mey5	
有头冇尾	yaw5 taw4 mow5 mey5	虎头蛇尾，有始无终
有头威冇尾阵	yaw5 taw4 way1 mow5 mey5 jant6	虎头蛇尾，有始无终，有前劲没后劲
有头有尾	yaw5 taw4 yaw5 mey5	有始有终
有睇头	yaw5 tay2 taw4	有看头
有条不紊	yaw5 tiu4 bat1 mant6	
有条有理	yaw5 tiu4 yaw5 ley5	
诱惑	yaw5 wag6	
有碗话碗，有碟话碟	yaw5 wun2 wa6 wun2 yaw5 dib6 wa6 dib6	有一说一，有二说二
有日	yaw5 yat6	有一天
有爷生无乸教	yaw5 ye4 sang1 mow4 na2 gau3	有爹生没娘教
有嘢到	yaw5 ye5 dow3	有本事，有内容，有进展，有所收获
有嘢讲	yaw5 ye5 gong2	有话说
有嘢食	yaw5 ye5 sek6	有东西吃
有嘢话你知	yaw5 ye5 wa6 ney5 ji1	有事告诉你
有益	yaw5 yek1	
有型	yaw5 yenk4	帅，酷，好看
有型有款	yaw5 yenk4 yaw5 fun2	像个样子
有氧	yaw5 yeong5	
有氧运动	yaw5 yeong5 want6 donk6	
有样学样	yaw5 yeong6 hog6 yeong6	
有意思	yaw5 yi3 si3	
友谊	yaw5 yi4	
有异曲同工之妙	yaw5 yi6 kok1 tonk4 gonk1 ji1 miu6	
有勇无谋	yaw5 yonk5 mow4 maw4	
右边	yaw6 bin1	
右便	yaw6 bin6	右边
右前	yaw6 cin4	
右前方	yaw6 cin4 fong1	
右方	yaw6 fong1	
右钩拳	yaw6 gaw1 keun4	
右脚	yaw6 geog3	
右键	yaw6 gin6	
右下	yaw6 ha6	
右下方	yaw6 ha6 fong1	
右下角	yaw6 ha6 gog3	
右后	yaw6 haw6	
右后方	yaw6 haw6 fong1	
又系	yaw6 hay6	那倒是
右侧	yaw6 jak1	
右转	yaw6 jeun3	
佑助	yaw6 jo6	
右倾	yaw6 kenk1	
右倾分子	yaw6 kenk1 fant6 ji2	
右倾机会主义	yaw6 kenk1 gey1 wui6 jeu2 yi6	
右面	yaw6 min6	
右眼	yaw6 ngan5	
右脑	yaw6 now5	
右派	yaw6 pai3	
右派分子	yaw6 pai3 fant6 ji2	
又平又靓	yaw6 peng4 yaw6 leng3	又便宜又好
右手	yaw6 saw2	
右手便	yaw6 saw2 bin6	右边
右上	yaw6 seong6	
右上方	yaw6 seong6 fong1	
右上角	yaw6 seong6 gog3	
鼬鼠	yaw6 seu2	
右軚车	yaw6 tai5 ce1	方向盘在右边的汽车
釉陶	yaw6 tow4	
又…又盛	yaw6 yaw6 senk6	又…又什么的
右翼	yaw6 yek6	
右耳	yaw6 yi5	
曳曳	yay1 yay1	淘气
曳	yay5	淘气
曳货	yay5 fo3	劣货
曳嘢	yay5 ye5	次东西，次货
曳到死	yay6 dow3 sey2	调皮得要命，淘气得要命，非常顽皮
椰菜	ye4 coi3	洋白菜，卷心菜，圆白菜，包菜，莲花白，结球白菜，结球甘蓝
椰菜花	ye4 coi3 fa1	菜花，花椰菜
椰树	ye4 seu6	
爷爷	ye4 ye4	
揶揄	ye4 yeu4	
嘢	ye5	传染
惹	ye5	挑逗，招惹，撩拨，引起，产生
惹	ye5	传染，被传染
嘢	ye5	东西
野鸭	ye5 ab3	
野百合	ye5 bag3 hab6	
惹畀	ye5 bey2	传染给
野餐	ye5 can1	
野菜	ye5 coi3	
野草	ye5 cow2	
野地	ye5 dey6	
野花	ye5 fa1	
野火	ye5 fo2	
野火烧不尽	ye5 fo2 siu1 bat1 jont6	
野狗	ye5 gaw2	
野鸡	ye5 gay1	
野鸡大学	ye5 gay1 dai6 hog6	
野菊	ye5 gok1	
惹争议	ye5 jank1 yi5	
野仔	ye5 jay2	私生子
野猪	ye5 jeu1	
野战	ye5 jin3	
野战部队	ye5 jin3 bow6 doy6	
野战军	ye5 jin3 guant1	
惹咗	ye5 jo2	染上，患
野禽	ye5 kamp4	
野兰	ye5 lan4	
野兰花	ye5 lan4 fa1	
野鹿	ye5 lok6	
野狼	ye5 long4	
野马	ye5 ma5	
嘢埋…	ye5 mai4	传染给…
惹埋	ye5 mai4	传染，传染到
嘢埋我	ye5 mai4 ngo5	传染给我
野蛮	ye5 man4	
野蛮人	ye5 man4 yant4	
野猫	ye5 mau1	
野味	ye5 mey6	
野雁	ye5 ngan6	
野牛	ye5 ngaw4	
野外	ye5 ngoi6	
野外求生	ye5 ngoi6 kaw4 sank1	
野鸟	ye5 niu5	
野心	ye5 samp1	
野心勃勃	ye5 samp1 bud6 bud6	
野心家	ye5 samp1 ga1	
野生	ye5 sank1	
野生动物	ye5 sank1 donk6 mat6	
野生植物	ye5 sank1 jek6 mat6	
野兽	ye5 saw3	
野性	ye5 senk3	
惹屎上身	ye5 si2 seong5 sant1	招来麻烦，惹一身臊
惹事生非	ye5 si6 sank1 fey1	
惹是生非	ye5 si6 sank1 fey1	
惹痰	ye5 tam4	生痰
冶铁	ye5 tid3	
野兔	ye5 tow3	
惹祸	ye5 wo6	
惹祸上身	ye5 wo6 seong5 sant1	
野人	ye5 yant4	
惹人注目	ye5 yant4 jeu3 mok6	
惹人注意	ye5 yant4 jeu3 yi3	
惹人讨厌	ye5 yant4 tow2 yim3	
惹人厌	ye5 yant4 yim3	
野游	ye5 yaw4	
野营	ye5 yenk4	
野营队	ye5 yenk4 doy6	
夜	ye6	晚
夜莺	ye6 ank1	
夜班	ye6 ban1	
夜班车	ye6 ban1 ce1	
夜长梦多	ye6 ceong4 monk6 do1	
夜啲啦	ye6 di1 la1	妄想，办不到
夜更	ye6 gang1	夜班
夜景	ye6 genk2	
夜光表	ye6 guong1 biu1	
夜空	ye6 honk1	
夜战	ye6 jin3	
夜总会	ye6 jonk2 wui6	
夜曲	ye6 kok1	
夜阑人静	ye6 lan4 yant4 jenk6	
夜冷	ye6 lang1	旧货，二手货，便宜货
夜冷货	ye6 lang1 fo3	旧货，便宜货
夜来香	ye6 loi4 heong1	
夜郎自大	ye6 long4 ji6 dai6	
夜麻麻	ye6 ma1 ma1	深夜，黑夜，很晚了
夜晚	ye6 man5	晚上
夜晚	ye6 man5	
夜晚黑	ye6 man5 hag1	晚上，夜里
夜深人静	ye6 samp1 yant4 jenk6	
夜生活	ye6 sank1 wud6	
夜市	ye6 si5	
夜市场	ye6 si5 ceong4	
夜游神	ye6 yaw4 sant4	夜猫子
夜以继日	ye6 yi5 gay3 yat6	
益	yek1	对…有利，对…有益处，对…有好处，便宜了…，有利于…
益处	yek1 ceu3	
益虫	yek1 conk4	
抑制	yek1 jay3	
抑止	yek1 ji2	
益智	yek1 ji3	
亿万	yek1 man6	
亿万富翁	yek1 man6 fu3 yonk1	
益鸟	yek1 niu5	
阋神星	yek1 sant4 senk1	
抑或	yek1 wag6	
抑或	yek1 wag6	还是，或者
抑郁寡欢	yek1 wat1 gua2 fun1	
抑郁症	yek1 wat1 jenk3	
抑扬	yek1 yeong4	
抑扬顿挫	yek1 yeong4 dont6 co3	
翼	yek6	翅膀
亦	yek6	也
逆压	yek6 ad3	
译笔	yek6 bat1	
亦步亦趋	yek6 bow6 yek6 coy1	
译本	yek6 bun2	
逆贼	yek6 cag6	
腋臭	yek6 caw3	
驿车	yek6 ce1	
疫情	yek6 cenk4	
译错	yek6 co3	
逆定理	yek6 denk6 ley5	
译电	yek6 din6	
逆党	yek6 dong2	
亦都	yek6 dow1	也
亦都系	yek6 dow1 hay6	也是
驿道	yek6 dow6	
液化	yek6 fa3	
逆反应	yek6 fan2 yenk3	
逆风	yek6 fonk1	
逆风而行	yek6 fonk1 yi4 hank4	
逆境	yek6 genk2	
译稿	yek6 gow2	
驿馆	yek6 gun2	
逆光	yek6 guong1	
腋下	yek6 ha6	
逆行	yek6 hank4	
逆向	yek6 heong3	
逆向行驶	yek6 heong3 hank4 say2	
亦可	yek6 ho2	
驿站	yek6 jam6	
液晶板	yek6 jenk1 ban2	
液晶表	yek6 jenk1 biu1	
液晶片	yek6 jenk1 pin3	
译注	yek6 jeu3	
逆转	yek6 jeun2	
逆子	yek6 ji2	
逆流	yek6 law4	
逆流而行	yek6 law4 yi4 hank4	
逆流而上	yek6 law4 yi4 seong5	
逆料	yek6 liu6	
逆来顺受	yek6 loi4 sont6 saw3	
逆伦	yek6 lont4	
驿马	yek6 ma5	
译码	yek6 ma5	
驿马车	yek6 ma5 ce1	
译码器	yek6 ma5 hey3	
译文	yek6 mant4	
译名	yek6 menk4	
逆命	yek6 menk6	
疫苗	yek6 miu4	
腋毛	yek6 mow4	
逆我者亡	yek6 ngo5 je2 mong4	
液泡	yek6 pow5	
逆臣	yek6 sant4	
逆势	yek6 say3	
译成	yek6 senk4	
驿丞	yek6 senk4	
逆施	yek6 si1	
役使	yek6 si2	
驿使	yek6 si3	
逆数	yek6 sow3	
逆溯	yek6 sow3	
逆水行舟	yek6 soy2 hank4 jaw1	
液态	yek6 tai3	
液体	yek6 tay2	
液体状态	yek6 tay2 jong6 tai3	
液体燃料	yek6 tay2 yin4 liu6	
逆天则亡	yek6 tin1 jak1 mong4	
逆温	yek6 want1	
逆运算	yek6 want6 seun3	
译为	yek6 way4	
腋窝	yek6 wo1	
译音	yek6 yamp1	
翌日	yek6 yat6	
亦有	yek6 yaw5	
译员	yek6 yeun4	
译意风	yek6 yi3 fonk1	
逆耳	yek6 yi5	
亦然	yek6 yin4	
赢得	yeng4 dak1	
英镑	yenk1 bong6	
英磅	yenk1 bong6	
应报未报	yenk1 bow3 mey6 bow3	
英尺	yenk1 ceg3	
英寸	yenk1 ceun3	
应得	yenk1 dak1	
应当	yenk1 dong1	
应否	yenk1 faw2	
应届	yenk1 gai3	
应该	yenk1 goi1	
英国人	yenk1 guog3 yant4	
婴孩	yenk1 hai4	
英雄	yenk1 honk4	
英雄气短	yenk1 honk4 hey3 deun2	
英雄无用武之地	yenk1 honk4 mow4 yonk6 mow5 ji1 dey6	
英雄难过美人关	yenk1 honk4 nan4 guo3 mey5 yant4 guan1	
英雄所见略同	yenk1 honk4 so2 gin3 leog6 tonk4	
应许	yenk1 hoy2	
英姿	yenk1 ji1	
英俊	yenk1 jont3	
英灵	yenk1 lenk4	
英里	yenk1 ley5	
英烈	yenk1 lid6	
英文	yenk1 mant2	
英亩	yenk1 maw5	
英明	yenk1 menk4	
英名	yenk1 menk4	
鹦鹉	yenk1 mow5	
应收	yenk1 saw1	
应承	yenk1 senk4	答应
樱桃	yenk1 tow4	
樱桃树	yenk1 tow4 seu6	
英魂	yenk1 want4	
应允	yenk1 want5	
应有	yenk1 yaw5	
应有尽有	yenk1 yaw5 jont6 yaw5	
英语	yenk1 yeu5	
婴儿	yenk1 yi4	
英勇	yenk1 yonk5	
影	yenk2	拍
影带	yenk2 dai3	
影低	yenk2 day1	拍下
影响	yenk2 heong2	
影张相	yenk2 jeong1 seong2	拍张照片
影楼	yenk2 law4	照相馆
影唔到	yenk2 m4 dow2	拍不到
映射	yenk2 se6	
影相	yenk2 seong2	拍照
影相机	yenk2 seong2 gey1	照相机
影相佬	yenk2 seong2 low2	摄影师
影相铺	yenk2 seong2 pow2	照相馆
影坛	yenk2 tan4	
影印	yenk2 yant3	复印
影印机	yenk2 yant3 gey1	复印机
应变	yenk3 bin3	
应变措施	yenk3 bin3 cow3 si1	
应变方法	yenk3 bin3 fong1 fad3	
应酬	yenk3 caw4	
应答	yenk3 dab3	
应答如流	yenk3 dab3 yeu4 law4	
应敌	yenk3 dek6	
应对	yenk3 doy3	
应对如流	yenk3 doy3 yeu4 law4	
应付	yenk3 fu6	
应急	yenk3 gap1	
应景	yenk3 genk2	
应机立断	yenk3 gey1 lab6 deun6	
应考	yenk3 hau2	
应考生	yenk3 hau2 sang1	
应征	yenk3 jenk1	
应征稿	yenk3 jenk1 gow2	
应接	yenk3 jib3	
应接不暇	yenk3 jib3 bat1 ha6	
应战	yenk3 jin3	
应召	yenk3 jiu6	
应召女郎	yenk3 jiu6 noy5 long4	
应诺	yenk3 nog6	
应聘	yenk3 penk3	
应声	yenk3 senk1	
应声虫	yenk3 senk1 conk4	
应选	yenk3 seun2	
应试	yenk3 si3	
应时	yenk3 si4	
应时当令	yenk3 si4 dong1 lenk6	
应讯	yenk3 sont3	
应约	yenk3 yeog3	
应验	yenk3 yim6	
应邀	yenk3 yiu1	
应邀参加	yenk3 yiu1 cam1 ga1	
应邀赴会	yenk3 yiu1 fu6 wui6	
应邀赴宴	yenk3 yiu1 fu6 yin3	
应用	yenk3 yonk6	
应用科学	yenk3 yonk6 fo1 hog6	
应用技术	yenk3 yonk6 gey6 sot6	
应用力学	yenk3 yonk6 lek6 hog6	
迎宾	yenk4 bant1	
迎宾馆	yenk4 bant1 gun2	
迎亲	yenk4 cant1	
赢钱	yenk4 cin4	
迎春	yenk4 cont1	
迎娶	yenk4 coy2	
形单影只	yenk4 dan1 yenk2 jeg3	
迎敌	yenk4 dek6	
型到痹	yenk4 dow3 bey3	酷毙
营火	yenk4 fo2	
萤火虫	yenk4 fo2 conk4	
迎风	yenk4 fonk1	
仍旧	yenk4 gaw6	
凝固	yenk4 gu3	
荧光	yenk4 guong1	
迎合	yenk4 hab6	
迎合人心	yenk4 hab6 yant4 samp1	
迎客	yenk4 hag3	
迎候	yenk4 haw6	
型仔	yenk4 jay2	帅
形象	yenk4 jeong6	
形象化	yenk4 jeong6 fa3	
迎接	yenk4 jib3	
迎战	yenk4 jin3	
仍在	yenk4 joi6	
形状	yenk4 jong6	
营造	yenk4 jow6	
蝇蛆	yenk4 joy1	
凝聚	yenk4 joy6	
凝聚力	yenk4 joy6 lek6	
盈亏	yenk4 kuay1	
盈亏自负	yenk4 kuay1 ji6 fu6	
楹联	yenk4 leun4	
盈利	yenk4 ley6	
仍未	yenk4 mey6	
迎面	yenk4 min6	
盈门	yenk4 mun4	
盈满	yenk4 mun5	
型男	yenk4 nam4	帅男，帅哥
型男索女	yenk4 nam4 sog3 noy5	俊男美女
迎新	yenk4 sant1	
迎新送旧	yenk4 sant1 sonk3 gaw6	
迎神	yenk4 sant4	
形色	yenk4 sek1	
形式	yenk4 sek1	
形式化	yenk4 sek1 fa3	
形式主义	yenk4 sek1 jeu2 yi6	
形式逻辑	yenk4 sek1 lo4 cap1	
形声	yenk4 senk1	
形声字	yenk4 senk1 ji6	
形成	yenk4 senk4	
凝视	yenk4 si6	
形态	yenk4 tai3	
迎头	yenk4 taw4	
萦怀	yenk4 wai4	
瀛寰	yenk4 wan4	
潆洄	yenk4 wui4	
萦回	yenk4 wui4	
迎刃而解	yenk4 yant6 yi4 gai2	
盈溢	yenk4 yat6	
仍应	yenk4 yenk1	
形影不离	yenk4 yenk2 bat1 ley4	
盈盈	yenk4 yenk4	
形形色色	yenk4 yenk4 sek1 sek1	
营养	yenk4 yeong5	
盈余	yenk4 yeu4	
形意	yenk4 yi3	
形意拳	yenk4 yi3 keun4	
形而上	yenk4 yi4 seong6	
形而上学	yenk4 yi4 seong6 hog6	
营业	yenk4 yib6	
仍然	yenk4 yin4	
萦绕	yenk4 yiu2	
形容	yenk4 yonk4	
形容词	yenk4 yonk4 ci4	
认亲认戚	yenk6 cant1 yenk6 cek1	拉关系，套近乎，乱攀关系
认清	yenk6 cenk1	
认出	yenk6 cot1	
认得	yenk6 dak1	认识，认得出
认低威	yenk6 day1 way1	服输，认输，自认不如，自叹不如，甘拜下风，甘于人下
认到	yenk6 dow2	认出来
认真	yenk6 jant1	
认真	yenk6 jant1	确实，真是
认住	yenk6 jeu6	觉得，以为，认为
认掯	yenk6 kank3	逞英雄，逞强，逞能
认叻	yenk6 leg1	逞强，逞能，
认唔到	yenk6 m4 dow2	认不出来
认识	yenk6 sek1	
认屎认屁	yenk6 si2 yenk6 pey3	自以为是，自以为内行
认数	yenk6 sow3	认帐
认衰仔	yenk6 soy1 jay2	认倒霉，自谦，贬低自己
认同	yenk6 tonk4	
认同感	yenk6 tonk4 gamp2	
认为	yenk6 way4	
约束	yeog3 cok1	
约束力	yeog3 cok1 lek6	
约定	yeog3 denk6	
约定俗成	yeog3 denk6 jok6 senk4	
约翰	yeog3 hon6	
约好	yeog3 how2	
约略	yeog3 leog6	
约莫	yeog3 mog6	大概，大约，估计
约同	yeog3 tonk4	
约为	yeog3 way4	
约会	yeog3 wui2	
弱不禁风	yeog6 bat1 gamp1 fonk1	
药材铺	yeog6 coi4 pow2	中药铺，中药店
弱点	yeog6 dim2	
虐待	yeog6 doi6	
虐待狂	yeog6 doi6 kong4	
药房	yeog6 fong4	
若果	yeog6 guo2	如果，要是
跃过	yeog6 guo3	
弱国	yeog6 guog3	
弱光	yeog6 guong1	
跃起	yeog6 hey2	
疟疾	yeog6 jat6	
跃进	yeog6 jont3	
跃马	yeog6 ma5	
药物	yeog6 mat6	
跃身	yeog6 sant1	
弱势	yeog6 say3	
钥匙	yeog6 si4	
弱视	yeog6 si6	
弱小	yeog6 siu2	
跃跃欲试	yeog6 yeog6 yok6 si3	
谑而不虐	yeog6 yi4 bat1 yeog6	
若然	yeog6 yin4	如果，要是
若然之	yeog6 yin4 ji1	如果，要是
弱肉强食	yeog6 yok6 keong4 sek6	
央行	yeong1 hong4	
殃及池鱼	yeong1 kap6 ci4 yeu4	
殃及无辜	yeong1 kap6 mow4 gu1	
央求	yeong1 kaw4	
样	yeong2	样子
样衰	yeong2 soy1	丑，丑陋，丑样
佯称	yeong4 cenk1	
洋葱	yeong4 conk1	
阳春面	yeong4 cont1 min6	
阳电	yeong4 din6	
洋化	yeong4 fa3	
阳间	yeong4 gan1	
阳极	yeong4 gek6	
洋泾滨	yeong4 genk1 bant1	
洋泾滨英语	yeong4 genk1 bant1 yenk1 yeu5	
阳刚	yeong4 gong1	
阳刚气	yeong4 gong1 hey3	
羊公	yeong4 gonk1	公羊
阳具	yeong4 goy6	
阳关大道	yeong4 guan1 dai6 dow6	
洋鬼子	yeong4 guay2 ji2	
阳光	yeong4 guong1	
佯装	yeong4 jong1	
洋楼	yeong4 law4	
杨柳	yeong4 law5	
阳历	yeong4 lek6	
阳历年	yeong4 lek6 nin4	
阳离子	yeong4 ley4 ji2	
洋文	yeong4 mant4	
扬眉吐气	yeong4 mey4 tow3 hey3	
羊毛	yeong4 mow4	
洋务	yeong4 mow6	
羊乸	yeong4 na2	母羊
洋奴	yeong4 now4	
洋奴哲学	yeong4 now4 jid3 hog6	
阳平	yeong4 penk4	
阳平声	yeong4 penk4 senk1	
阳伞	yeong4 san3	
阳性	yeong4 senk3	
阳性反应	yeong4 senk3 fan2 yenk3	
洋商	yeong4 seong1	
佯死	yeong4 sey2	
阳台	yeong4 toi4	
杨桃	yeong4 tow4	
阳痿	yeong4 way2	
洋为中用	yeong4 way4 jonk1 yonk6	
洋人	yeong4 yant4	
洋溢	yeong4 yat6	
洋洋得意	yeong4 yeong4 dak1 yi3	
洋洋自得	yeong4 yeong4 ji6 dak1	
洋洋洒洒	yeong4 yeong4 sa2 sa2	
养病	yeong5 beng6	
养兵	yeong5 benk1	
养兵千日	yeong5 benk1 cin1 yat6	
养兵千日，用兵一时	yeong5 benk1 cin1 yat6 yonk6 benk1 yat1 si4	
养兵之道	yeong5 benk1 ji1 dow6	
养畜牲	yeong5 cok1 sang1	养牲口
养大	yeong5 dai6	
氧化氮	yeong5 fa3 dam6	
氧化作用	yeong5 fa3 jog3 yonk6	
氧化硫	yeong5 fa3 law4	
氧化锌	yeong5 fa3 sant1	
氧化铁	yeong5 fa3 tid3	
氧化铜	yeong5 fa3 tonk4	
养虎反被虎咬	yeong5 fu2 fan2 bey6 fu2 ngau5	
养父	yeong5 fu6	
养家	yeong5 ga1	
养家活口	yeong5 ga1 wud6 haw2	
氧气	yeong5 hey3	
养殖	yeong5 jek6	
养精蓄锐	yeong5 jenk1 cok1 yoy6	
养尊处优	yeong5 jeun1 ceu5 yaw1	
养志	yeong5 ji3	
养老	yeong5 low5	
养老金	yeong5 low5 gamp1	
养老院	yeong5 low5 yeun6	
养母	yeong5 mow5	
养眼	yeong5 ngan5	
仰卧	yeong5 ngo6	
养生	yeong5 sank1	
养生之道	yeong5 sank1 ji1 dow6	
养身	yeong5 sant1	
养身之道	yeong5 sant1 ji1 dow6	
养神	yeong5 sant4	
养性	yeong5 senk3	
养伤	yeong5 seong1	
仰人鼻息	yeong5 yant4 bey6 sek1	
养鱼	yeong5 yeu4	
养儿防老	yeong5 yi4 fong4 low5	
养育	yeong5 yok6	
养育之恩	yeong5 yok6 ji1 yant1	
养育院	yeong5 yok6 yeun6	
样品	yeong6 bant2	
让步	yeong6 bow6	
样本	yeong6 bun2	
养女	yeong6 noy5	
酿成	yeong6 senk4	
迂腐	yeu1 fu6	
淤积	yeu1 jek1	
淤泥	yeu1 nay4	
淤塞	yeu1 sak1	
于是	yeu1 si6	
于是乎	yeu1 si6 fu4	于是
迂回	yeu1 wui4	
瘀	yeu2	讽刺，挖苦，损毁，取笑
瘀	yeu2	丢脸，尴尬，丢面子
瘀	yeu2	瘀血，瘀伤，伤痕，出瘀血，青一块紫一块
瘀黑	yeu2 hak1	因瘀血而发黑
瘀血	yeu2 heud3	
瘀咗	yeu2 jo2	皮肤青肿，青一块紫一块，出瘀血了
伛偻	yeu2 law4	
瘀晒	yeu2 sai3	被撞得青一块紫一块的
酗酒	yeu3 jaw2	
酗酒闹事	yeu3 jaw2 nau6 si6	
愚笨	yeu4 bant6	
瑜不掩瑕	yeu4 bat1 yim2 ha4	
如痴如醉	yeu4 ci1 yeu4 joy3	
如痴如狂	yeu4 ci1 yeu4 kuong4	
如此	yeu4 ci2	
如此这般	yeu4 ci2 je5 bun1	
如此而已	yeu4 ci2 yi4 yi5	
如此一来	yeu4 ci2 yi5 loi4	
鱼翅	yeu4 ci3	
鱼刺	yeu4 ci3	
鱼翅羹	yeu4 ci3 gank1	
鱼池	yeu4 ci4	
蠕虫	yeu4 conk4	
鱼春	yeu4 cont1	鱼卵，鱼子
愚蠢	yeu4 cont2	
如出一辙	yeu4 cot1 yat1 cid3	
如出一口	yeu4 cot1 yat1 haw2	
予取予求	yeu4 coy2 yeu4 kaw4	
余党	yeu4 dong2	
蠕动	yeu4 donk6	
愚钝	yeu4 dont6	
如花似玉	yeu4 fa1 ci5 yok6	
如法炮制	yeu4 fad3 pau3 jay3	
愉快	yeu4 fai3	
鱼贩	yeu4 fan3	
余辉	yeu4 fay1	
如火如荼	yeu4 fo2 yeu4 tow4	
如风过耳	yeu4 fonk1 guo3 yi5	
愚夫愚妇	yeu4 fu1 yeu4 fu5	
如虎添翼	yeu4 fu2 tin1 yek6	
瑜珈	yeu4 ga1	
儒家	yeu4 ga1	
如假包换	yeu4 ga2 bau1 wun6	
如今	yeu4 gamp1	
儒艮	yeu4 gant3	
如胶似漆	yeu4 gau1 ci5 cat1	
儒教	yeu4 gau3	
鱼钩	yeu4 gaw1	
如饥似渴	yeu4 gey1 ci5 hod3	
娱记	yeu4 gey3	跑娱乐新闻的记者
鱼肝	yeu4 gon1	
鱼肝油	yeu4 gon1 yaw4	
鱼缸	yeu4 gong1	水族馆，鱼缸
鱼缸	yeu4 gong1	
愚公移山	yeu4 gonk1 yi4 san1	
如故	yeu4 gu3	
鱼骨	yeu4 guat1	
鱼骨	yeu4 guat1	鱼刺
鱼贯	yeu4 gun3	
鱼贯而入	yeu4 gun3 yi4 yap6	
如果	yeu4 guo2	
如下	yeu4 ha6	
余下	yeu4 ha6	
如下所述	yeu4 ha6 so2 sot6	
余兴	yeu4 henk3	
余香	yeu4 heong1	
鱼香茄子	yeu4 heong1 ke2 ji2	
如何	yeu4 ho4	
如何是好	yeu4 ho4 si6 how2	
儒学	yeu4 hog6	
余震	yeu4 jant3	
余震不断	yeu4 jant3 bat1 deun6	
儒者	yeu4 je2	
孺子	yeu4 ji2	
鱼子	yeu4 ji2	
孺子可教	yeu4 ji2 ho2 gau3	
孺子可教也	yeu4 ji2 ho2 gau3 ya5	
鱼子酱	yeu4 ji2 jeong3	
如箭在弦	yeu4 jin3 joi6 yin4	
如箭在弦，一触即发	yeu4 jin3 joi6 yin4 yat1 cok1 jek1 fad3	
鱼种	yeu4 jonk2	
如坠五里雾中	yeu4 joy6 ng5 loy5 mow6 jonk1	
鱼鳍	yeu4 key4	
逾期	yeu4 key4	
如期	yeu4 key4	
如期完成	yeu4 key4 yeun4 senk4	
鱼群	yeu4 kuant4	
儒林	yeu4 lamp4	
如临大敌	yeu4 lamp4 dai6 dek6	
如履薄冰	yeu4 ley5 bog6 benk1	
