開放粵語字典（黃錫凌數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本字典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［繁體字］	［簡體字］	［黃錫凌拼音］
濤	涛	tou4
屠	屠	tou4
肚	肚	tou5
差	差	tsa1
叉	叉	tsa1
杈	杈	tsa3
岔	岔	tsa3
詫	诧	tsa3
衩	衩	tsa3
姹	姹	tsa3
碴	碴	tsa4
槎	槎	tsa4
垞	垞	tsa4
茬	茬	tsa4
查	查	tsa4
搽	搽	tsa4
茶	茶	tsa4
猜	猜	tsai1
釵	钗	tsai1
揣	揣	tsai1
差	差	tsai1
搋	搋	tsai1
踹	踹	tsai2
踩	踩	tsai2
蠆	虿	tsai3
柴	柴	tsai4
儕	侪	tsai4
豺	豺	tsai4
柵	栅	tsak8
策	策	tsak8
冊	册	tsak8
拆	拆	tsak8
賊	贼	tsak9
鰂	鲗	tsak9
攙	搀	tsam1
摻	掺	tsam1
參	参	tsam1
慘	惨	tsam2
懺	忏	tsam3
杉	杉	tsam3/sam1
慚	惭	tsam4
讒	谗	tsam4
蠶	蚕	tsam4
饞	馋	tsam4
餐	餐	tsan1
產	产	tsan2
鏟	铲	tsan2
璨	璨	tsan3
燦	灿	tsan3
殘	残	tsan4
鍤	锸	tsap8
插	插	tsap8
察	察	tsat8
擦	擦	tsat8
刷	刷	tsat8
獺	獭	tsat8
剎	刹	tsat8/sat8
鈔	钞	tsau1
抄	抄	tsau1
吵	吵	tsau2
炒	炒	tsau2
肏	肏	tsau3
巢	巢	tsau4
瞠	瞠	tsaŋ1
撐	撑	tsaŋ1
橙	橙	tsaŋ4/tsaŋ2
鋥	锃	tsaŋ6
眵	眵	tsi1
螭	螭	tsi1
差	差	tsi1
癡	痴	tsi1
嗤	嗤	tsi1
蚩	蚩	tsi1
魑	魑	tsi1
跐	跐	tsi1
笞	笞	tsi1
鴟	鸱	tsi1
雌	雌	tsi1
哧	哧	tsi1
疵	疵	tsi1
矢	矢	tsi2
恥	耻	tsi2
齒	齿	tsi2
跐	跐	tsi2
此	此	tsi2
侈	侈	tsi2
褫	褫	tsi2
豕	豕	tsi2
始	始	tsi2
翅	翅	tsi3
次	次	tsi3
廁	厕	tsi3
熾	炽	tsi3
刺	刺	tsi3
幟	帜	tsi3
賜	赐	tsi3
糍	糍	tsi4
祠	祠	tsi4
篪	篪	tsi4
馳	驰	tsi4
慈	慈	tsi4
詞	词	tsi4
磁	磁	tsi4
辭	辞	tsi4
池	池	tsi4
墀	墀	tsi4
茌	茌	tsi4
瓷	瓷	tsi4
持	持	tsi4
匙	匙	tsi4
遲	迟	tsi4
臍	脐	tsi4
踟	踟	tsi4
弛	弛	tsi4
恃	恃	tsi5
柿	柿	tsi5
似	似	tsi5
斥	斥	tsik7
戚	戚	tsik7
彳	彳	tsik7
敕	敕	tsik7
叱	叱	tsik7
籤	签	tsim1
纖	纤	tsim1
簽	签	tsim1
殲	歼	tsim1
諂	谄	tsim2
塹	堑	tsim3
僭	僭	tsim3
暹	暹	tsim3/tsim1
潛	潜	tsim4
遷	迁	tsin1
千	千	tsin1
韆	千	tsin1
仟	仟	tsin1
阡	阡	tsin1
淺	浅	tsin2
前	前	tsin4
錢	钱	tsin4
纏	缠	tsin4
踐	践	tsin5/dzin6
妾	妾	tsip8
轍	辙	tsit8
撤	撤	tsit8
澈	澈	tsit8
徹	彻	tsit8
切	切	tsit8
掣	掣	tsit8
設	设	tsit8
超	超	tsiu1
釗	钊	tsiu1
鍬	锹	tsiu1
昭	昭	tsiu1
悄	悄	tsiu2
悄	悄	tsiu2/tsiu1
俏	俏	tsiu3
肖	肖	tsiu3
鞘	鞘	tsiu3
峭	峭	tsiu3
憔	憔	tsiu4
朝	朝	tsiu4
潮	潮	tsiu4
樵	樵	tsiu4
瞧	瞧	tsiu4
操	操	tsou1
粗	粗	tsou1
草	草	tsou2
糙	糙	tsou3
噪	噪	tsou3
醋	醋	tsou3
措	措	tsou3
燥	燥	tsou3
躁	躁	tsou3
操	操	tsou3/tsou1
漕	漕	tsou4
曹	曹	tsou4
槽	槽	tsou4
嘈	嘈	tsou4
櫥	橱	tsy1
躇	躇	tsy1
貯	贮	tsy2
杵	杵	tsy2
處	处	tsy3
蹰	蹰	tsy4
廚	厨	tsy4/tsœy4
處	处	tsy5
儲	储	tsy5
苧	苎	tsy5
署	署	tsy5
柱	柱	tsy5
佇	伫	tsy5
曙	曙	tsy5
褚	褚	tsy5
汆	汆	tsyn1
川	川	tsyn1
躥	蹿	tsyn1
村	村	tsyn1
穿	穿	tsyn1
揣	揣	tsyn2
喘	喘	tsyn2
忖	忖	tsyn2
攛	撺	tsyn2/tsyn3
爨	爨	tsyn3
寸	寸	tsyn3
吋	吋	tsyn3
竄	窜	tsyn3
串	串	tsyn3
全	全	tsyn4
痊	痊	tsyn4
醛	醛	tsyn4
荃	荃	tsyn4
輇	辁	tsyn4
筌	筌	tsyn4
傳	传	tsyn4
詮	诠	tsyn4
存	存	tsyn4
銓	铨	tsyn4
泉	泉	tsyn4
踅	踅	tsyt8
撮	撮	tsyt8
猝	猝	tsyt8
綽	绰	tsœk8
卓	卓	tsœk8
戳	戳	tsœk8
春	春	tsœn1
蠢	蠢	tsœn2
循	循	tsœn4
螓	螓	tsœn4
嗪	嗪	tsœn4
巡	巡	tsœn4
旬	旬	tsœn4
秦	秦	tsœn4
馴	驯	tsœn4
齣	出	tsœt7
出	出	tsœt7
吹	吹	tsœy1
摧	摧	tsœy1
炊	炊	tsœy1
趨	趋	tsœy1
崔	崔	tsœy1
催	催	tsœy1
璀	璀	tsœy1/tsœy2
娶	娶	tsœy2
取	取	tsœy2
揣	揣	tsœy2
脆	脆	tsœy3
啐	啐	tsœy3
覷	觑	tsœy3
趣	趣	tsœy3
翠	翠	tsœy3
淬	淬	tsœy3/sœy6
焠	焠	tsœy3/sœy6
除	除	tsœy4
槌	槌	tsœy4
滁	滁	tsœy4
隨	随	tsœy4
徐	徐	tsœy4
隋	隋	tsœy4
錘	锤	tsœy4
捶	捶	tsœy4
蜍	蜍	tsœy4
鏘	锵	tsœŋ1
槍	枪	tsœŋ1
鯧	鲳	tsœŋ1
嗆	呛	tsœŋ1
倀	伥	tsœŋ1
娼	娼	tsœŋ1
窗	窗	tsœŋ1
戧	戗	tsœŋ1
猖	猖	tsœŋ1
菖	菖	tsœŋ1
昌	昌	tsœŋ1
搶	抢	tsœŋ2
暢	畅	tsœŋ3
嗆	呛	tsœŋ3
熗	炝	tsœŋ3
蹌	跄	tsœŋ3
倡	倡	tsœŋ3
唱	唱	tsœŋ3
戧	戗	tsœŋ3
悵	怅	tsœŋ3
長	长	tsœŋ4
戕	戕	tsœŋ4
場	场	tsœŋ4
檣	樯	tsœŋ4
詳	详	tsœŋ4
腸	肠	tsœŋ4
翔	翔	tsœŋ4
牆	墙	tsœŋ4
祥	祥	tsœŋ4
薔	蔷	tsœŋ4
妻	妻	tsɐi1
悽	悽	tsɐi1
淒	凄	tsɐi1
棲	栖	tsɐi1
沏	沏	tsɐi3
切	切	tsɐi3
砌	砌	tsɐi3
齊	齐	tsɐi4
薺	荠	tsɐi4
惻	恻	tsɐk7
測	测	tsɐk7
侵	侵	tsɐm1
參	参	tsɐm1/tsam1
寢	寝	tsɐm2
磣	碜	tsɐm2
讖	谶	tsɐm3/tsam3
沉	沉	tsɐm4
尋	寻	tsɐm4
鱘	鲟	tsɐm4
蕁	荨	tsɐm4
嗔	嗔	tsɐn1
瞋	瞋	tsɐn1
親	亲	tsɐn1
哂	哂	tsɐn2
診	诊	tsɐn2
縝	缜	tsɐn2/dzɐn2
齔	龀	tsɐn3
趁	趁	tsɐn3
襯	衬	tsɐn3
塵	尘	tsɐn4
陳	陈	tsɐn4
緝	缉	tsɐp7
葺	葺	tsɐp7
輯	辑	tsɐp7
漆	漆	tsɐt7
七	七	tsɐt7
柒	柒	tsɐt7
鞦	秋	tsɐu1
鰍	鳅	tsɐu1
秋	秋	tsɐu1
楸	楸	tsɐu1
抽	抽	tsɐu1
丑	丑	tsɐu2
醜	丑	tsɐu2
糗	糗	tsɐu3
嗅	嗅	tsɐu3
湊	凑	tsɐu3
溴	溴	tsɐu3
臭	臭	tsɐu3
儔	俦	tsɐu4
泅	泅	tsɐu4
遒	遒	tsɐu4
仇	仇	tsɐu4
惆	惆	tsɐu4
酬	酬	tsɐu4
籌	筹	tsɐu4
稠	稠	tsɐu4
疇	畴	tsɐu4
躊	踌	tsɐu4
囚	囚	tsɐu4
綢	绸	tsɐu4
曾	曾	tsɐŋ4
層	层	tsɐŋ4
雛	雏	tsɔ1
初	初	tsɔ1
搓	搓	tsɔ1
磋	磋	tsɔ1
芻	刍	tsɔ1
楚	楚	tsɔ2
礎	础	tsɔ2
錯	错	tsɔ3
銼	锉	tsɔ3
挫	挫	tsɔ3
鋤	锄	tsɔ4
坐	坐	tsɔ5
採	采	tsɔi2
睬	睬	tsɔi2
采	采	tsɔi2
綵	彩	tsɔi2
彩	彩	tsɔi2
菜	菜	tsɔi3
賽	赛	tsɔi3
蔡	蔡	tsɔi3
塞	塞	tsɔi3
財	财	tsɔi4
裁	裁	tsɔi4
才	才	tsɔi4
材	材	tsɔi4
錯	错	tsɔk8
蒼	苍	tsɔŋ1
創	创	tsɔŋ1
傖	伧	tsɔŋ1
倉	仓	tsɔŋ1
滄	沧	tsɔŋ1
艙	舱	tsɔŋ1
瘡	疮	tsɔŋ1
闖	闯	tsɔŋ2
敞	敞	tsɔŋ2
氅	氅	tsɔŋ2
廠	厂	tsɔŋ2
創	创	tsɔŋ3
床	床	tsɔŋ4
藏	藏	tsɔŋ4
車	车	tsɛ1
奢	奢	tsɛ1
扯	扯	tsɛ2
且	且	tsɛ2
輋	輋	tsɛ4
斜	斜	tsɛ4
邪	邪	tsɛ4
赤	赤	tsɛk8
呎	呎	tsɛk8
尺	尺	tsɛk8
蟶	蛏	tsɪŋ1
清	清	tsɪŋ1
鯖	鲭	tsɪŋ1
蜻	蜻	tsɪŋ1
氰	氰	tsɪŋ1
稱	称	tsɪŋ1
青	青	tsɪŋ1/tsɛŋ1
騁	骋	tsɪŋ2
拯	拯	tsɪŋ2
逞	逞	tsɪŋ2
請	请	tsɪŋ2/tsɛŋ2
稱	称	tsɪŋ3
秤	秤	tsɪŋ3
稱	称	tsɪŋ3/tsɐŋ3
澄	澄	tsɪŋ4
澂	澂	tsɪŋ4
情	情	tsɪŋ4
晴	晴	tsɪŋ4
程	程	tsɪŋ4
懲	惩	tsɪŋ4
埕	埕	tsɪŋ4
呈	呈	tsɪŋ4
搐	搐	tsʊk7
蹴	蹴	tsʊk7
亍	亍	tsʊk7
齪	龊	tsʊk7
簌	簌	tsʊk7
速	速	tsʊk7
促	促	tsʊk7
束	束	tsʊk7
簇	簇	tsʊk7
畜	畜	tsʊk7
蹙	蹙	tsʊk7
矗	矗	tsʊk7
蓄	蓄	tsʊk7
觸	触	tsʊk7/dzʊk7
蔥	葱	tsʊŋ1
憧	憧	tsʊŋ1
涌	涌	tsʊŋ1
充	充	tsʊŋ1
囪	囱	tsʊŋ1
沖	冲	tsʊŋ1
聰	聪	tsʊŋ1
衝	冲	tsʊŋ1
驄	骢	tsʊŋ1
匆	匆	tsʊŋ1
樅	枞	tsʊŋ1
忡	忡	tsʊŋ1
冢	冢	tsʊŋ2
寵	宠	tsʊŋ2
從	从	tsʊŋ4
叢	丛	tsʊŋ4
松	松	tsʊŋ4
重	重	tsʊŋ4
琮	琮	tsʊŋ4
蟲	虫	tsʊŋ4
重	重	tsʊŋ5
囤	囤	tyn4
團	团	tyn4
豚	豚	tyn4
屯	屯	tyn4
糰	团	tyn4
臀	臀	tyn4
斷	断	tyn5
脫	脱	tyt8
湍	湍	tœn1/dzyn1
彖	彖	tœn3
盾	盾	tœn5
推	推	tœy1
腿	腿	tœy2
蛻	蜕	tœy3
退	退	tœy3
頹	颓	tœy4
梯	梯	tɐi1
銻	锑	tɐi1
體	体	tɐi2
嚏	嚏	tɐi3
屜	屉	tɐi3
剃	剃	tɐi3
替	替	tɐi3
涕	涕	tɐi3
題	题	tɐi4
鵜	鹈	tɐi4
啼	啼	tɐi4
堤	堤	tɐi4
緹	缇	tɐi4
蹄	蹄	tɐi4
醍	醍	tɐi4
提	提	tɐi4
飩	饨	tɐn1
吞	吞	tɐn1
褪	褪	tɐn3
偷	偷	tɐu1
透	透	tɐu3
頭	头	tɐu4
投	投	tɐu4
骰	骰	tɐu4/sik7
騰	腾	tɐŋ4
滕	滕	tɐŋ4
藤	藤	tɐŋ4
疼	疼	tɐŋ4
謄	誊	tɐŋ4
拖	拖	tɔ1
妥	妥	tɔ2
橢	椭	tɔ2
唾	唾	tɔ3/tɛu3
鴕	鸵	tɔ4
佗	佗	tɔ4
沱	沱	tɔ4
舵	舵	tɔ4
馱	驮	tɔ4
陀	陀	tɔ4
駝	驼	tɔ4
胎	胎	tɔi1
苔	苔	tɔi1
枱	台	tɔi4
跆	跆	tɔi4
苔	苔	tɔi4
抬	抬	tɔi4
颱	台	tɔi4
薹	薹	tɔi4
台	台	tɔi4
庹	庹	tɔk8
託	托	tɔk8
橐	橐	tɔk8
托	托	tɔk8
拓	拓	tɔk8
湯	汤	tɔŋ1
倘	倘	tɔŋ2
淌	淌	tɔŋ2
躺	躺	tɔŋ2
儻	傥	tɔŋ2
帑	帑	tɔŋ2
趟	趟	tɔŋ3
熨	熨	tɔŋ3
蹚	蹚	tɔŋ3
燙	烫	tɔŋ3
溏	溏	tɔŋ4
塘	塘	tɔŋ4
膛	膛	tɔŋ4
唐	唐	tɔŋ4
幢	幢	tɔŋ4
螳	螳	tɔŋ4
堂	堂	tɔŋ4
棠	棠	tɔŋ4
醣	醣	tɔŋ4
糖	糖	tɔŋ4/tɔŋ2
搪	搪	tɔŋ4/tɔŋ5
踢	踢	tɛk8
烴	烃	tɪŋ1
汀	汀	tɪŋ1
廳	厅	tɪŋ1/tɛŋ1
聽	听	tɪŋ1/tɛŋ1
聽	听	tɪŋ3
廷	廷	tɪŋ4
停	停	tɪŋ4
婷	婷	tɪŋ4
亭	亭	tɪŋ4
蜓	蜓	tɪŋ4
庭	庭	tɪŋ4
霆	霆	tɪŋ4
挺	挺	tɪŋ5
鋌	铤	tɪŋ5
艇	艇	tɪŋ5/tɛŋ5
禿	秃	tʊk7
通	通	tʊŋ1
統	统	tʊŋ2
桶	桶	tʊŋ2
捅	捅	tʊŋ2
筒	筒	tʊŋ2/tʊŋ4
痛	痛	tʊŋ3
桐	桐	tʊŋ4
衕	同	tʊŋ4
佟	佟	tʊŋ4
瞳	瞳	tʊŋ4
僮	僮	tʊŋ4
潼	潼	tʊŋ4
銅	铜	tʊŋ4
童	童	tʊŋ4
同	同	tʊŋ4
峒	峒	tʊŋ4
彤	彤	tʊŋ4
酮	酮	tʊŋ4
娃	娃	wa1
蛙	蛙	wa1
窪	洼	wa1
譁	哗	wa1
凹	凹	wa1
嘩	哗	wa1
哇	哇	wa1
剮	剐	wa2
話	话	wa2
畫	画	wa2/wa6
華	华	wa4
驊	骅	wa4
划	划	wa4/wa1
踝	踝	wa5
華	华	wa6
話	话	wa6
樺	桦	wa6/wa4
歪	歪	wai1
槐	槐	wai4
懷	怀	wai4
淮	淮	wai4
壞	坏	wai6
劃	划	wak9
或	或	wak9
惑	惑	wak9
畫	画	wak9
灣	湾	wan1
彎	弯	wan1
綰	绾	wan2
玩	玩	wan2
鬟	鬟	wan4
頑	顽	wan4
環	环	wan4
玩	玩	wan4
寰	寰	wan4
還	还	wan4
挽	挽	wan5
輓	挽	wan5
宦	宦	wan6
幻	幻	wan6
患	患	wan6
斡	斡	wat8
挖	挖	wat8
滑	滑	wat9
猾	猾	wat9
橫	横	waŋ4
橫	横	waŋ6
閾	阈	wik9
蜮	蜮	wik9
域	域	wik9
嗚	呜	wu1
惡	恶	wu1
鎢	钨	wu1
污	污	wu1
鄔	邬	wu1
烏	乌	wu1
滸	浒	wu2
塢	坞	wu2
惡	恶	wu3
猢	猢	wu4
蝴	蝴	wu4
瑚	瑚	wu4
湖	湖	wu4
煳	煳	wu4
餬	糊	wu4
鬍	胡	wu4
衚	胡	wu4
鶘	鹕	wu4
弧	弧	wu4
胡	胡	wu4
醐	醐	wu4
壺	壶	wu4
葫	葫	wu4
糊	糊	wu4
狐	狐	wu4
怙	怙	wu6
護	护	wu6
滬	沪	wu6
扈	扈	wu6
祜	祜	wu6
戶	户	wu6
互	互	wu6
芋	芋	wu6
瓠	瓠	wu6/wu4
偎	偎	wui1
徊	徊	wui4
回	回	wui4
蛔	蛔	wui4
迴	回	wui4
洄	洄	wui4
會	会	wui5
會	会	wui6
匯	汇	wui6
燴	烩	wui6
會	会	wui6/wui2
彙	汇	wui6/wɐi6
剜	剜	wun1
腕	腕	wun2
碗	碗	wun2
莞	莞	wun2
惋	惋	wun2/jyn2
豌	豌	wun2/wun1
玩	玩	wun2/wun6
垣	垣	wun4
桓	桓	wun4
援	援	wun4/jyn4
浣	浣	wun5
皖	皖	wun5
奐	奂	wun6
喚	唤	wun6
煥	焕	wun6
緩	缓	wun6
換	换	wun6
瘓	痪	wun6
玩	玩	wun6
活	活	wut9
委	委	wɐi1
威	威	wɐi1
逶	逶	wɐi1
崴	崴	wɐi1
葳	葳	wɐi1
卉	卉	wɐi2
萎	萎	wɐi2
猥	猥	wɐi2
委	委	wɐi2
痿	痿	wɐi2
喟	喟	wɐi2
毀	毁	wɐi2
蔚	蔚	wɐi3
餵	喂	wɐi3
畏	畏	wɐi3
穢	秽	wɐi3
喂	喂	wɐi3
尉	尉	wɐi3
慰	慰	wɐi3
薈	荟	wɐi3/wui6
唯	唯	wɐi4
違	违	wɐi4
桅	桅	wɐi4
帷	帷	wɐi4
為	为	wɐi4
惟	惟	wɐi4
圍	围	wɐi4
維	维	wɐi4
遺	遗	wɐi4
闈	闱	wɐi4
濰	潍	wɐi4
韙	韪	wɐi5
偉	伟	wɐi5
瑋	玮	wɐi5
葦	苇	wɐi5
緯	纬	wɐi5
韋	韦	wɐi5
諱	讳	wɐi5
惠	惠	wɐi6
位	位	wɐi6
謂	谓	wɐi6
衛	卫	wɐi6
蕙	蕙	wɐi6
慧	慧	wɐi6
為	为	wɐi6
蝟	猬	wɐi6
彗	彗	wɐi6
渭	渭	wɐi6
胃	胃	wɐi6
氳	氲	wɐn1
瘟	瘟	wɐn1
溫	温	wɐn1
穩	稳	wɐn2
慍	愠	wɐn3
蘊	蕴	wɐn3
醞	酝	wɐn3
搵	揾	wɐn3
蕓	芸	wɐn4
雲	云	wɐn4
紜	纭	wɐn4
昀	昀	wɐn4
云	云	wɐn4
筠	筠	wɐn4
暈	晕	wɐn4
耘	耘	wɐn4
妘	妘	wɐn4
勻	匀	wɐn4
渾	浑	wɐn4
魂	魂	wɐn4
餛	馄	wɐn4
鋆	鋆	wɐn4
芸	芸	wɐn4
琿	珲	wɐn4
允	允	wɐn5
狁	狁	wɐn5
殞	殒	wɐn5
隕	陨	wɐn5
尹	尹	wɐn5
鄆	郓	wɐn6
運	运	wɐn6
諢	诨	wɐn6
暈	晕	wɐn6
混	混	wɐn6
熨	熨	wɐn6
韻	韵	wɐn6/wɐn5
屈	屈	wɐt7
鬱	郁	wɐt7
鷸	鹬	wɐt9
聿	聿	wɐt9/lœt9
弘	弘	wɐŋ4
宏	宏	wɐŋ4
閎	闳	wɐŋ4
窩	窝	wɔ1
倭	倭	wɔ1
萵	莴	wɔ1
媧	娲	wɔ1
撾	挝	wɔ1
渦	涡	wɔ1
鍋	锅	wɔ1
蝸	蜗	wɔ1
窠	窠	wɔ1/fɔ1
禾	禾	wɔ4
和	和	wɔ4
禍	祸	wɔ6
鑊	镬	wɔk9
獲	获	wɔk9
穫	获	wɔk9
汪	汪	wɔŋ1
枉	枉	wɔŋ2
蟥	蟥	wɔŋ4
蝗	蝗	wɔŋ4
凰	凰	wɔŋ4
徨	徨	wɔŋ4
簧	簧	wɔŋ4
黃	黄	wɔŋ4
潢	潢	wɔŋ4
皇	皇	wɔŋ4
遑	遑	wɔŋ4
磺	磺	wɔŋ4
惶	惶	wɔŋ4
王	王	wɔŋ4
隍	隍	wɔŋ4
煌	煌	wɔŋ4
往	往	wɔŋ5
旺	旺	wɔŋ6
扔	扔	wɪŋ1
嶸	嵘	wɪŋ4
榮	荣	wɪŋ4
永	永	wɪŋ5
穎	颖	wɪŋ6
潁	颍	wɪŋ6
詠	咏	wɪŋ6
泳	泳	wɪŋ6
芽	芽	ŋa4
牙	牙	ŋa4
衙	衙	ŋa4
佤	佤	ŋa5
雅	雅	ŋa5
瓦	瓦	ŋa5
訝	讶	ŋa6
崖	崖	ŋai4
涯	涯	ŋai4
捱	挨	ŋai4
睚	睚	ŋai4
厓	厓	ŋai4
刈	刈	ŋai6
砹	砹	ŋai6
艾	艾	ŋai6
額	额	ŋak9
岩	岩	ŋam4
癌	癌	ŋam4
顏	颜	ŋan4
眼	眼	ŋan5
贗	赝	ŋan6
雁	雁	ŋan6
淆	淆	ŋau4
餚	肴	ŋau4
爻	爻	ŋau4
咬	咬	ŋau5
硬	硬	ŋaŋ6
齧	啮	ŋit9/ŋat9
奧	奥	ŋou3
懊	懊	ŋou3
澳	澳	ŋou3
襖	袄	ŋou3/ŋou2
獒	獒	ŋou4
驁	骜	ŋou4
敖	敖	ŋou4
翱	翱	ŋou4
鰲	鳌	ŋou4
螯	螯	ŋou4
遨	遨	ŋou4/ŋou6
熬	熬	ŋou4/ŋɐu4
傲	傲	ŋou6
危	危	ŋɐi4
巍	巍	ŋɐi4
倪	倪	ŋɐi4
猊	猊	ŋɐi4
霓	霓	ŋɐi4
蟻	蚁	ŋɐi5
偽	伪	ŋɐi6
羿	羿	ŋɐi6
魏	魏	ŋɐi6
詣	诣	ŋɐi6
睨	睨	ŋɐi6
囈	呓	ŋɐi6
毅	毅	ŋɐi6
藝	艺	ŋɐi6
垠	垠	ŋɐn4
沂	沂	ŋɐn4
齦	龈	ŋɐn4
齗	龂	ŋɐn4
銀	银	ŋɐn4
圪	圪	ŋɐt9
迄	迄	ŋɐt9
屹	屹	ŋɐt9
杌	杌	ŋɐt9
兀	兀	ŋɐt9
勾	勾	ŋɐu1
牛	牛	ŋɐu4
藕	藕	ŋɐu5
偶	偶	ŋɐu5
莪	莪	ŋɔ4
哦	哦	ŋɔ4
訛	讹	ŋɔ4
俄	俄	ŋɔ4
峨	峨	ŋɔ4
娥	娥	ŋɔ4
鵝	鹅	ŋɔ4
蛾	蛾	ŋɔ4
我	我	ŋɔ5
臥	卧	ŋɔ6
餓	饿	ŋɔ6
呆	呆	ŋɔi4
外	外	ŋɔi6
礙	碍	ŋɔi6
愕	愕	ŋɔk9
顎	颚	ŋɔk9
嶽	岳	ŋɔk9
鱷	鳄	ŋɔk9
噩	噩	ŋɔk9
樂	乐	ŋɔk9
鄂	鄂	ŋɔk9
岳	岳	ŋɔk9
岸	岸	ŋɔn6
犴	犴	ŋɔn6
骯	肮	ŋɔŋ1/ŋɔŋ3
盎	盎	ŋɔŋ3/ŋɔŋ2
昂	昂	ŋɔŋ4
嗯	嗯	ŋ̩2
梧	梧	ŋ̩4
鼯	鼯	ŋ̩4
吾	吾	ŋ̩4
吳	吴	ŋ̩4
蜈	蜈	ŋ̩4
午	午	ŋ̩5
忤	忤	ŋ̩5
五	五	ŋ̩5
牾	牾	ŋ̩5
伍	伍	ŋ̩5
誤	误	ŋ̩6
焐	焐	ŋ̩6
摀	捂	ŋ̩6
悟	悟	ŋ̩6
嗯	嗯	ŋ̩6
晤	晤	ŋ̩6
唉	唉	ɐi1
哎	哎	ɐi1
矮	矮	ɐi2
唉	唉	ɐi3
屭	屃	ɐi3
縊	缢	ɐi3
厄	厄	ɐk7/ak7
齷	龌	ɐk7/ak7
扼	扼	ɐk7/ak7
握	握	ɐk7/ak7
渥	渥	ɐk7/ak7
幄	幄	ɐk7/ak7
諳	谙	ɐm1
庵	庵	ɐm1
鵪	鹌	ɐm1
黯	黯	ɐm2
揞	揞	ɐm2
暗	暗	ɐm3
歐	欧	ɐu1
鷗	鸥	ɐu1
甌	瓯	ɐu1
嘔	呕	ɐu2
毆	殴	ɐu2/ɐu1
慪	怄	ɐu3
凹	凹	ɐu3/nɐp7
鶯	莺	ɐŋ1
罌	罂	ɐŋ1
喔	喔	ɔ1
阿	阿	ɔ1
珂	珂	ɔ1
柯	柯	ɔ1
軻	轲	ɔ1
婀	婀	ɔ1
噢	噢	ɔ1
哦	哦	ɔ4
哦	哦	ɔ6
埃	埃	ɔi1
哀	哀	ɔi1
曖	暧	ɔi2
毐	毐	ɔi2
藹	蔼	ɔi2
靉	叆	ɔi2
愛	爱	ɔi3
璦	瑷	ɔi3
惡	恶	ɔk8
噁	恶	ɔk8
堊	垩	ɔk8
銨	铵	ɔn1
安	安	ɔn1
桉	桉	ɔn1
胺	胺	ɔn1
鞍	鞍	ɔn1
氨	氨	ɔn1
按	按	ɔn3
案	案	ɔn3
摁	摁	ɔn3
屋	屋	ʊk7
甕	瓮	ʊŋ3
齆	齆	ʊŋ3
