开放粤语字典（黄锡凌调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本字典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［简体字］	［繁体字］	［黄锡凌拼音］
期	期	ˌkei
钳	鉗	ˌkim
黔	黔	ˌkim
乾	乾	ˌkin
犍	犍	ˌkin
掮	掮	ˌkin
虔	虔	ˌkin
乔	喬	ˌkiu
侨	僑	ˌkiu
翘	翹	ˌkiu
荞	蕎	ˌkiu
桥	橋	ˌkiu
夔	夔	ˌkwɐi
睽	睽	ˌkwɐi
葵	葵	ˌkwɐi
暌	暌	ˌkwɐi
畦	畦	ˌkwɐi
携	攜	ˌkwɐi
馗	馗	ˌkwɐi
喹	喹	ˌkwɐi
揆	揆	ˌkwɐi/ˏkwɐi
群	群	ˌkwɐn
裙	裙	ˌkwɐn
狂	狂	ˌkwɔŋ
蜷	蜷	ˌkyn
拳	拳	ˌkyn
颧	顴	ˌkyn
权	權	ˌkyn
鬈	鬈	ˌkyn
朐	朐	ˌkœy
渠	渠	ˌkœy
瞿	瞿	ˌkœy
蠼	蠼	ˌkœy
璩	璩	ˌkœy
衢	衢	ˌkœy
强	強	ˌkœŋ
琴	琴	ˌkɐm
禽	禽	ˌkɐm
擒	擒	ˌkɐm
噙	噙	ˌkɐm
勤	勤	ˌkɐn
芹	芹	ˌkɐn
逑	逑	ˌkɐu
虬	虯	ˌkɐu
仇	仇	ˌkɐu
求	求	ˌkɐu
球	球	ˌkɐu
毬	毬	ˌkɐu
裘	裘	ˌkɐu
犰	犰	ˌkɐu
瘸	瘸	ˌkɛ
骑	騎	ˌkɛ
黥	黥	ˌkɪŋ
琼	瓊	ˌkɪŋ
鲸	鯨	ˌkɪŋ
擎	擎	ˌkɪŋ
穹	穹	ˌkʊŋ
邛	邛	ˌkʊŋ
穷	窮	ˌkʊŋ
蓝	藍	ˌlam
岚	嵐	ˌlam
褴	襤	ˌlam
篮	籃	ˌlam
婪	婪	ˌlam
襕	襴	ˌlan
兰	蘭	ˌlan
栏	欄	ˌlan
拦	攔	ˌlan
阑	闌	ˌlan
澜	瀾	ˌlan
斓	斕	ˌlan
梨	梨	ˌlei
缡	縭	ˌlei
璃	璃	ˌlei
篱	籬	ˌlei
狸	狸	ˌlei
罹	罹	ˌlei
厘	釐	ˌlei
离	離	ˌlei
蜊	蜊	ˌlei
鲡	鱺	ˌlei
漓	漓	ˌlei
廉	廉	ˌlim
帘	簾	ˌlim
帘	帘	ˌlim
镰	鐮	ˌlim
涟	漣	ˌlin
连	連	ˌlin
莲	蓮	ˌlin
怜	憐	ˌlin
链	鏈	ˌlin
镣	鐐	ˌliu
寮	寮	ˌliu
瞭	瞭	ˌliu
僚	僚	ˌliu
辽	遼	ˌliu
缭	繚	ˌliu
嘹	嘹	ˌliu
燎	燎	ˌliu
撩	撩	ˌliu
疗	療	ˌliu
聊	聊	ˌliu
獠	獠	ˌliu
寥	寥	ˌliu
芦	蘆	ˌlou
胪	臚	ˌlou
痨	癆	ˌlou
颅	顱	ˌlou
卢	盧	ˌlou
炉	爐	ˌlou
庐	廬	ˌlou
劳	勞	ˌlou
牢	牢	ˌlou
醪	醪	ˌlou
轳	轤	ˌlou
唠	嘮	ˌlou
鲈	鱸	ˌlou
泸	瀘	ˌlou
鸾	鸞	ˌlyn
滦	灤	ˌlyn
峦	巒	ˌlyn
挛	攣	ˌlyn
孪	孿	ˌlyn
联	聯	ˌlyn
栾	欒	ˌlyn
仑	崙	ˌlœn
鳞	鱗	ˌlœn
轮	輪	ˌlœn
遴	遴	ˌlœn
伦	倫	ˌlœn
粼	粼	ˌlœn
抡	掄	ˌlœn
璘	璘	ˌlœn
沦	淪	ˌlœn
仑	侖	ˌlœn
麟	麟	ˌlœn
磷	磷	ˌlœn
论	論	ˌlœn
囵	圇	ˌlœn
纶	綸	ˌlœn
邻	鄰	ˌlœn
嶙	嶙	ˌlœn
驴	驢	ˌlœy
羸	羸	ˌlœy
累	纍	ˌlœy
榈	櫚	ˌlœy
嫘	嫘	ˌlœy
擂	擂	ˌlœy
闾	閭	ˌlœy
镭	鐳	ˌlœy
缧	縲	ˌlœy
雷	雷	ˌlœy
骡	騾	ˌlœy/ˌlɔ
莨	莨	ˌlœŋ
梁	梁	ˌlœŋ
凉	涼	ˌlœŋ
粮	糧	ˌlœŋ
量	量	ˌlœŋ
粱	粱	ˌlœŋ
良	良	ˌlœŋ
黎	黎	ˌlɐi
犂	犂	ˌlɐi
藜	藜	ˌlɐi
犁	犁	ˌlɐi
蠡	蠡	ˌlɐi/ˏlɐi
临	臨	ˌlɐm
林	林	ˌlɐm
啉	啉	ˌlɐm
淋	淋	ˌlɐm
琳	琳	ˌlɐm
霖	霖	ˌlɐm
流	流	ˌlɐu
琉	琉	ˌlɐu
楼	樓	ˌlɐu
硫	硫	ˌlɐu
骝	騮	ˌlɐu
偻	僂	ˌlɐu
髅	髏	ˌlɐu
瘤	瘤	ˌlɐu
捞	撈	ˌlɐu
刘	劉	ˌlɐu
娄	婁	ˌlɐu
留	留	ˌlɐu
浏	瀏	ˌlɐu
榴	榴	ˌlɐu
螻	螻	ˌlɐu
猡	玀	ˌlɔ
箩	籮	ˌlɔ
萝	蘿	ˌlɔ
锣	鑼	ˌlɔ
罗	羅	ˌlɔ
逻	邏	ˌlɔ
螺	螺	ˌlɔ/´lɔ
莱	萊	ˌlɔi
来	來	ˌlɔi
涞	淶	ˌlɔi
崃	崍	ˌlɔi
徕	徠	ˌlɔi
锒	鋃	ˌlɔŋ
榔	榔	ˌlɔŋ
廊	廊	ˌlɔŋ
莨	莨	ˌlɔŋ
郎	郎	ˌlɔŋ
琅	瑯	ˌlɔŋ
螂	螂	ˌlɔŋ
狼	狼	ˌlɔŋ
龄	齡	ˌlɪŋ
令	令	ˌlɪŋ
聆	聆	ˌlɪŋ
陵	陵	ˌlɪŋ
凌	凌	ˌlɪŋ
伶	伶	ˌlɪŋ
苓	苓	ˌlɪŋ
呤	呤	ˌlɪŋ
櫺	櫺	ˌlɪŋ
翎	翎	ˌlɪŋ
囹	囹	ˌlɪŋ
玲	玲	ˌlɪŋ
蛉	蛉	ˌlɪŋ
羚	羚	ˌlɪŋ
棱	稜	ˌlɪŋ
绫	綾	ˌlɪŋ
灵	靈	ˌlɪŋ
菱	菱	ˌlɪŋ
铃	鈴	ˌlɪŋ
零	零	ˌlɪŋ
鲮	鯪	ˌlɪŋ
窿	窿	ˌlʊŋ
胧	朧	ˌlʊŋ
咙	嚨	ˌlʊŋ
眬	矓	ˌlʊŋ
聋	聾	ˌlʊŋ
隆	隆	ˌlʊŋ
龙	龍	ˌlʊŋ
笼	籠	ˌlʊŋ
茏	蘢	ˌlʊŋ
珑	瓏	ˌlʊŋ
昽	曨	ˌlʊŋ
麻	麻	ˌma
蟆	蟆	ˌma
麻	痲	ˌma
埋	埋	ˌmai
霾	霾	ˌmai/ˌmɐi
馒	饅	ˌman
蛮	蠻	ˌman
谩	謾	ˌman
鳗	鰻	ˌman
蔓	蔓	ˌman
茅	茅	ˌmau
矛	矛	ˌmau
盲	盲	ˌmaŋ
眉	眉	ˌmei
湄	湄	ˌmei
蘼	蘼	ˌmei
薇	薇	ˌmei
麋	麋	ˌmei
微	微	ˌmei
楣	楣	ˌmei
嵋	嵋	ˌmei
靡	靡	ˌmei
弥	瀰	ˌmei/ˌnei
猕	獼	ˌmei/ˌnei
绵	綿	ˌmin
棉	棉	ˌmin
眠	眠	ˌmin
苗	苗	ˌmiu
描	描	ˌmiu
瞄	瞄	ˌmiu
模	模	ˌmou
髦	髦	ˌmou
摹	摹	ˌmou
谟	謨	ˌmou
诬	誣	ˌmou
毛	毛	ˌmou
无	無	ˌmou
芜	蕪	ˌmou
毋	毋	ˌmou
膜	膜	ˌmou
巫	巫	ˌmou
牦	氂	ˌmou/ˌlei
玫	玫	ˌmui
霉	霉	ˌmui
媒	媒	ˌmui
煤	煤	ˌmui
酶	酶	ˌmui
梅	梅	ˌmui
枚	枚	ˌmui
莓	莓	ˌmui
们	們	ˌmun
扪	捫	ˌmun
瞒	瞞	ˌmun
门	門	ˌmun
鞔	鞔	ˌmun
迷	迷	ˌmɐi
谜	謎	ˌmɐi
醚	醚	ˌmɐi
眯	瞇	ˌmɐi
苠	苠	ˌmɐn
忞	忞	ˌmɐn
旻	旻	ˌmɐn
岷	岷	ˌmɐn
缗	緡	ˌmɐn
雯	雯	ˌmɐn
珉	珉	ˌmɐn
纹	紋	ˌmɐn
玟	玟	ˌmɐn
氓	氓	ˌmɐn
闻	聞	ˌmɐn
文	文	ˌmɐn
民	民	ˌmɐn
谋	謀	ˌmɐu
眸	眸	ˌmɐu
缪	繆	ˌmɐu
牟	牟	ˌmɐu
萌	萌	ˌmɐŋ
盟	盟	ˌmɐŋ
磨	磨	ˌmɔ
蘑	蘑	ˌmɔ
馍	饃	ˌmɔ
虻	虻	ˌmɔŋ
莽	莽	ˌmɔŋ
茫	茫	ˌmɔŋ
铓	鋩	ˌmɔŋ
忘	忘	ˌmɔŋ
氓	氓	ˌmɔŋ
芒	芒	ˌmɔŋ
亡	亡	ˌmɔŋ
忙	忙	ˌmɔŋ
鸣	鳴	ˌmɪŋ
洺	洺	ˌmɪŋ
冥	冥	ˌmɪŋ
明	明	ˌmɪŋ
溟	溟	ˌmɪŋ
名	名	ˌmɪŋ
螟	螟	ˌmɪŋ
暝	暝	ˌmɪŋ/_mɪŋ
铭	銘	ˌmɪŋ/ˏmɪŋ
瞑	瞑	ˌmɪŋ/ˏmɪŋ
朦	朦	ˌmʊŋ
蒙	矇	ˌmʊŋ
蒙	蒙	ˌmʊŋ
檬	檬	ˌmʊŋ
曚	曚	ˌmʊŋ
蒙	濛	ˌmʊŋ
哪	哪	ˌna
娜	娜	ˌna
南	南	ˌna
拿	拿	ˌna
南	南	ˌnam
囡	囡	ˌnam
男	男	ˌnam
喃	喃	ˌnam
楠	楠	ˌnam
难	難	ˌnan
猱	猱	ˌnau
铙	鐃	ˌnau
锚	錨	ˌnau
挠	撓	ˌnau
桡	橈	ˌnau
尼	尼	ˌnei
怩	怩	ˌnei
铌	鈮	ˌnei
弥	彌	ˌnei
妮	妮	ˌnei
鲇	鯰	ˌnim
年	年	ˌnin
奴	奴	ˌnou
娘	娘	ˌnœŋ
泥	泥	ˌnɐi
呢	呢	ˌnɐi/ˌnei
能	能	ˌnɐŋ
挪	挪	ˌnɔ
挼	挼	ˌnɔ
囔	囔	ˌnɔŋ
囊	囊	ˌnɔŋ
馕	饢	ˌnɔŋ
瓤	瓤	ˌnɔŋ
狞	獰	ˌnɪŋ
宁	寧	ˌnɪŋ
咛	嚀	ˌnɪŋ
柠	檸	ˌnɪŋ
侬	儂	ˌnʊŋ
脓	膿	ˌnʊŋ
农	農	ˌnʊŋ
浓	濃	ˌnʊŋ
爬	爬	ˌpa
杷	杷	ˌpa
耙	耙	ˌpa
扒	扒	ˌpa
琶	琶	ˌpa
排	排	ˌpai
俳	俳	ˌpai
牌	牌	ˌpai
庖	庖	ˌpau
狍	麅	ˌpau
匏	匏	ˌpau
咆	咆	ˌpau
刨	刨	ˌpau
硼	硼	ˌpaŋ
澎	澎	ˌpaŋ
鹏	鵬	ˌpaŋ
彭	彭	ˌpaŋ
膨	膨	ˌpaŋ
棚	棚	ˌpaŋ
脾	脾	ˌpei
疲	疲	ˌpei
琵	琵	ˌpei
貔	貔	ˌpei
枇	枇	ˌpei
蜱	蜱	ˌpei
皮	皮	ˌpei
毗	毗	ˌpei
郫	郫	ˌpei
邳	邳	ˌpei
便	便	ˌpin
骈	駢	ˌpin
嫖	嫖	ˌpiu
瓢	瓢	ˌpiu
朴	朴	ˌpiu
菩	菩	ˌpou
脯	脯	ˌpou
匍	匍	ˌpou
袍	袍	ˌpou
蒲	蒲	ˌpou
莆	莆	ˌpou
葡	葡	ˌpou
赔	賠	ˌpui
裴	裴	ˌpui
培	培	ˌpui
陪	陪	ˌpui
徘	徘	ˌpui
蟠	蟠	ˌpun
盘	盤	ˌpun
磐	磐	ˌpun
盆	盆	ˌpun
槃	槃	ˌpun
蹒	蹣	ˌpun/ˌmun
嫔	嬪	ˌpɐn
频	頻	ˌpɐn
颦	顰	ˌpɐn
贫	貧	ˌpɐn
抔	抔	ˌpɐu
朋	朋	ˌpɐŋ
凭	憑	ˌpɐŋ
婆	婆	ˌpɔ
鄱	鄱	ˌpɔ/¯bɔ
彷	彷	ˌpɔŋ
磅	磅	ˌpɔŋ
旁	旁	ˌpɔŋ
滂	滂	ˌpɔŋ
螃	螃	ˌpɔŋ
膀	膀	ˌpɔŋ
庞	龐	ˌpɔŋ
瓶	瓶	ˌpɪŋ
坪	坪	ˌpɪŋ
评	評	ˌpɪŋ
萍	萍	ˌpɪŋ
平	平	ˌpɪŋ
屏	屏	ˌpɪŋ
苹	蘋	ˌpɪŋ
芃	芃	ˌpʊŋ
篷	篷	ˌpʊŋ
蓬	蓬	ˌpʊŋ/ˌfʊŋ
孱	孱	ˌsan
潺	潺	ˌsan
鲥	鰣	ˌsi
匙	匙	ˌsi
莳	蒔	ˌsi
时	時	ˌsi
禅	禪	ˌsim
单	單	ˌsim
蟾	蟾	ˌsim
蝉	蟬	ˌsin
殊	殊	ˌsy
薯	薯	ˌsy
旋	旋	ˌsyn
船	船	ˌsyn
璇	璇	ˌsyn
漩	漩	ˌsyn
唇	脣	ˌsœn
醇	醇	ˌsœn
淳	淳	ˌsœn
纯	純	ˌsœn
鹑	鶉	ˌsœn/'tsœn
谁	誰	ˌsœy
垂	垂	ˌsœy
尝	嘗	ˌsœŋ
尝	嚐	ˌsœŋ
嫦	嫦	ˌsœŋ
徜	徜	ˌsœŋ
裳	裳	ˌsœŋ
偿	償	ˌsœŋ
常	常	ˌsœŋ
涔	涔	ˌsɐm
岑	岑	ˌsɐm
忱	忱	ˌsɐm
梣	梣	ˌsɐm
辰	辰	ˌsɐn
神	神	ˌsɐn
晨	晨	ˌsɐn
臣	臣	ˌsɐn
仇	仇	ˌsɐu
愁	愁	ˌsɐu
傻	傻	ˌsɔ
蛇	蛇	ˌsɛ
畲	畲	ˌsɛ
城	城	ˌsɪŋ
绳	繩	ˌsɪŋ
诚	誠	ˌsɪŋ
渑	澠	ˌsɪŋ
乘	乘	ˌsɪŋ
盛	盛	ˌsɪŋ
承	承	ˌsɪŋ
成	成	ˌsɪŋ
丞	丞	ˌsɪŋ
崇	崇	ˌsʊŋ
潭	潭	ˌtam
谈	談	ˌtam
昙	曇	ˌtam
澹	澹	ˌtam
谭	譚	ˌtam
郯	郯	ˌtam
痰	痰	ˌtam
覃	覃	ˌtam
坛	壇	ˌtan
檀	檀	ˌtan
弹	彈	ˌtan
恬	恬	ˌtim
甜	甜	ˌtim
填	填	ˌtin
田	田	ˌtin
阗	闐	ˌtin
钿	鈿	ˌtin
滇	滇	ˌtin/'din
钿	鈿	ˌtin/_din
龆	齠	ˌtiu
髫	髫	ˌtiu
笤	笤	ˌtiu
条	條	ˌtiu
调	調	ˌtiu
迢	迢	ˌtiu
鼗	鼗	ˌtou
洮	洮	ˌtou
掏	掏	ˌtou
屠	屠	ˌtou
萄	萄	ˌtou
陶	陶	ˌtou
梼	檮	ˌtou
啕	啕	ˌtou
途	途	ˌtou
涂	塗	ˌtou
涂	涂	ˌtou
涛	濤	ˌtou
荼	荼	ˌtou
淘	淘	ˌtou
逃	逃	ˌtou
图	圖	ˌtou
徒	徒	ˌtou
桃	桃	ˌtou
茬	茬	ˌtsa
碴	碴	ˌtsa
搽	搽	ˌtsa
查	查	ˌtsa
茶	茶	ˌtsa
垞	垞	ˌtsa
槎	槎	ˌtsa
侪	儕	ˌtsai
柴	柴	ˌtsai
豺	豺	ˌtsai
蚕	蠶	ˌtsam
谗	讒	ˌtsam
惭	慚	ˌtsam
馋	饞	ˌtsam
残	殘	ˌtsan
巢	巢	ˌtsau
橙	橙	ˌtsaŋ/´tsaŋ
辞	辭	ˌtsi
祠	祠	ˌtsi
篪	篪	ˌtsi
驰	馳	ˌtsi
慈	慈	ˌtsi
词	詞	ˌtsi
磁	磁	ˌtsi
瓷	瓷	ˌtsi
池	池	ˌtsi
墀	墀	ˌtsi
踟	踟	ˌtsi
糍	糍	ˌtsi
持	持	ˌtsi
匙	匙	ˌtsi
迟	遲	ˌtsi
脐	臍	ˌtsi
茌	茌	ˌtsi
弛	弛	ˌtsi
潜	潛	ˌtsim
前	前	ˌtsin
钱	錢	ˌtsin
缠	纏	ˌtsin
潮	潮	ˌtsiu
朝	朝	ˌtsiu
憔	憔	ˌtsiu
瞧	瞧	ˌtsiu
樵	樵	ˌtsiu
嘈	嘈	ˌtsou
曹	曹	ˌtsou
漕	漕	ˌtsou
槽	槽	ˌtsou
蹰	蹰	ˌtsy
厨	廚	ˌtsy/ˌtsœy
辁	輇	ˌtsyn
筌	筌	ˌtsyn
泉	泉	ˌtsyn
诠	詮	ˌtsyn
存	存	ˌtsyn
铨	銓	ˌtsyn
传	傳	ˌtsyn
荃	荃	ˌtsyn
痊	痊	ˌtsyn
全	全	ˌtsyn
醛	醛	ˌtsyn
驯	馴	ˌtsœn
旬	旬	ˌtsœn
循	循	ˌtsœn
秦	秦	ˌtsœn
巡	巡	ˌtsœn
嗪	嗪	ˌtsœn
螓	螓	ˌtsœn
隋	隋	ˌtsœy
滁	滁	ˌtsœy
随	隨	ˌtsœy
槌	槌	ˌtsœy
徐	徐	ˌtsœy
除	除	ˌtsœy
锤	錘	ˌtsœy
捶	捶	ˌtsœy
蜍	蜍	ˌtsœy
长	長	ˌtsœŋ
蔷	薔	ˌtsœŋ
墙	牆	ˌtsœŋ
祥	祥	ˌtsœŋ
戕	戕	ˌtsœŋ
场	場	ˌtsœŋ
详	詳	ˌtsœŋ
肠	腸	ˌtsœŋ
翔	翔	ˌtsœŋ
樯	檣	ˌtsœŋ
荠	薺	ˌtsɐi
齐	齊	ˌtsɐi
沉	沉	ˌtsɐm
荨	蕁	ˌtsɐm
鲟	鱘	ˌtsɐm
寻	尋	ˌtsɐm
尘	塵	ˌtsɐn
陈	陳	ˌtsɐn
惆	惆	ˌtsɐu
筹	籌	ˌtsɐu
畴	疇	ˌtsɐu
踌	躊	ˌtsɐu
绸	綢	ˌtsɐu
酬	酬	ˌtsɐu
遒	遒	ˌtsɐu
俦	儔	ˌtsɐu
仇	仇	ˌtsɐu
囚	囚	ˌtsɐu
稠	稠	ˌtsɐu
泅	泅	ˌtsɐu
曾	曾	ˌtsɐŋ
层	層	ˌtsɐŋ
锄	鋤	ˌtsɔ
才	才	ˌtsɔi
财	財	ˌtsɔi
裁	裁	ˌtsɔi
材	材	ˌtsɔi
藏	藏	ˌtsɔŋ
床	床	ˌtsɔŋ
輋	輋	ˌtsɛ
邪	邪	ˌtsɛ
斜	斜	ˌtsɛ
呈	呈	ˌtsɪŋ
惩	懲	ˌtsɪŋ
澄	澄	ˌtsɪŋ
情	情	ˌtsɪŋ
程	程	ˌtsɪŋ
晴	晴	ˌtsɪŋ
埕	埕	ˌtsɪŋ
澂	澂	ˌtsɪŋ
重	重	ˌtsʊŋ
丛	叢	ˌtsʊŋ
松	松	ˌtsʊŋ
琮	琮	ˌtsʊŋ
虫	蟲	ˌtsʊŋ
从	從	ˌtsʊŋ
屯	屯	ˌtyn
团	糰	ˌtyn
臀	臀	ˌtyn
豚	豚	ˌtyn
团	團	ˌtyn
囤	囤	ˌtyn
颓	頹	ˌtœy
堤	堤	ˌtɐi
啼	啼	ˌtɐi
鹈	鵜	ˌtɐi
缇	緹	ˌtɐi
醍	醍	ˌtɐi
题	題	ˌtɐi
蹄	蹄	ˌtɐi
提	提	ˌtɐi
头	頭	ˌtɐu
投	投	ˌtɐu
骰	骰	ˌtɐu/'sik
藤	藤	ˌtɐŋ
誊	謄	ˌtɐŋ
疼	疼	ˌtɐŋ
滕	滕	ˌtɐŋ
腾	騰	ˌtɐŋ
沱	沱	ˌtɔ
陀	陀	ˌtɔ
佗	佗	ˌtɔ
驮	馱	ˌtɔ
舵	舵	ˌtɔ
鸵	鴕	ˌtɔ
驼	駝	ˌtɔ
台	台	ˌtɔi
台	枱	ˌtɔi
跆	跆	ˌtɔi
苔	苔	ˌtɔi
台	颱	ˌtɔi
薹	薹	ˌtɔi
抬	抬	ˌtɔi
幢	幢	ˌtɔŋ
螳	螳	ˌtɔŋ
溏	溏	ˌtɔŋ
堂	堂	ˌtɔŋ
棠	棠	ˌtɔŋ
膛	膛	ˌtɔŋ
唐	唐	ˌtɔŋ
醣	醣	ˌtɔŋ
塘	塘	ˌtɔŋ
糖	糖	ˌtɔŋ/´tɔŋ
搪	搪	ˌtɔŋ/ˏtɔŋ
婷	婷	ˌtɪŋ
廷	廷	ˌtɪŋ
庭	庭	ˌtɪŋ
亭	亭	ˌtɪŋ
蜓	蜓	ˌtɪŋ
停	停	ˌtɪŋ
霆	霆	ˌtɪŋ
峒	峒	ˌtʊŋ
潼	潼	ˌtʊŋ
桐	桐	ˌtʊŋ
佟	佟	ˌtʊŋ
瞳	瞳	ˌtʊŋ
彤	彤	ˌtʊŋ
僮	僮	ˌtʊŋ
童	童	ˌtʊŋ
同	同	ˌtʊŋ
酮	酮	ˌtʊŋ
铜	銅	ˌtʊŋ
同	衕	ˌtʊŋ
骅	驊	ˌwa
华	華	ˌwa
划	划	ˌwa/'wa
怀	懷	ˌwai
槐	槐	ˌwai
淮	淮	ˌwai
顽	頑	ˌwan
鬟	鬟	ˌwan
还	還	ˌwan
环	環	ˌwan
寰	寰	ˌwan
玩	玩	ˌwan
横	橫	ˌwaŋ
葫	葫	ˌwu
糊	餬	ˌwu
胡	衚	ˌwu
煳	煳	ˌwu
猢	猢	ˌwu
瑚	瑚	ˌwu
蝴	蝴	ˌwu
狐	狐	ˌwu
湖	湖	ˌwu
壶	壺	ˌwu
胡	鬍	ˌwu
糊	糊	ˌwu
鹕	鶘	ˌwu
醐	醐	ˌwu
胡	胡	ˌwu
弧	弧	ˌwu
洄	洄	ˌwui
回	回	ˌwui
徊	徊	ˌwui
回	迴	ˌwui
蛔	蛔	ˌwui
垣	垣	ˌwun
桓	桓	ˌwun
援	援	ˌwun/ˌjyn
帷	帷	ˌwɐi
唯	唯	ˌwɐi
遗	遺	ˌwɐi
维	維	ˌwɐi
闱	闈	ˌwɐi
潍	濰	ˌwɐi
围	圍	ˌwɐi
惟	惟	ˌwɐi
桅	桅	ˌwɐi
为	為	ˌwɐi
违	違	ˌwɐi
晕	暈	ˌwɐn
筠	筠	ˌwɐn
云	云	ˌwɐn
芸	蕓	ˌwɐn
耘	耘	ˌwɐn
妘	妘	ˌwɐn
匀	勻	ˌwɐn
浑	渾	ˌwɐn
魂	魂	ˌwɐn
云	雲	ˌwɐn
昀	昀	ˌwɐn
馄	餛	ˌwɐn
鋆	鋆	ˌwɐn
芸	芸	ˌwɐn
纭	紜	ˌwɐn
珲	琿	ˌwɐn
宏	宏	ˌwɐŋ
弘	弘	ˌwɐŋ
闳	閎	ˌwɐŋ
禾	禾	ˌwɔ
和	和	ˌwɔ
簧	簧	ˌwɔŋ
潢	潢	ˌwɔŋ
磺	磺	ˌwɔŋ
皇	皇	ˌwɔŋ
惶	惶	ˌwɔŋ
凰	凰	ˌwɔŋ
黄	黃	ˌwɔŋ
遑	遑	ˌwɔŋ
蝗	蝗	ˌwɔŋ
徨	徨	ˌwɔŋ
蟥	蟥	ˌwɔŋ
王	王	ˌwɔŋ
煌	煌	ˌwɔŋ
隍	隍	ˌwɔŋ
荣	榮	ˌwɪŋ
嵘	嶸	ˌwɪŋ
牙	牙	ˌŋa
衙	衙	ˌŋa
芽	芽	ˌŋa
挨	捱	ˌŋai
厓	厓	ˌŋai
睚	睚	ˌŋai
崖	崖	ˌŋai
涯	涯	ˌŋai
岩	岩	ˌŋam
癌	癌	ˌŋam
颜	顏	ˌŋan
肴	餚	ˌŋau
淆	淆	ˌŋau
爻	爻	ˌŋau
螯	螯	ˌŋou
獒	獒	ˌŋou
敖	敖	ˌŋou
翱	翱	ˌŋou
鳌	鰲	ˌŋou
骜	驁	ˌŋou
遨	遨	ˌŋou/_ŋou
熬	熬	ˌŋou/ˌŋɐu
霓	霓	ˌŋɐi
巍	巍	ˌŋɐi
危	危	ˌŋɐi
猊	猊	ˌŋɐi
倪	倪	ˌŋɐi
垠	垠	ˌŋɐn
龈	齦	ˌŋɐn
龂	齗	ˌŋɐn
银	銀	ˌŋɐn
沂	沂	ˌŋɐn
牛	牛	ˌŋɐu
哦	哦	ˌŋɔ
讹	訛	ˌŋɔ
鹅	鵝	ˌŋɔ
峨	峨	ˌŋɔ
娥	娥	ˌŋɔ
俄	俄	ˌŋɔ
蛾	蛾	ˌŋɔ
莪	莪	ˌŋɔ
呆	呆	ˌŋɔi
昂	昂	ˌŋɔŋ
蜈	蜈	ˌŋ̩
吾	吾	ˌŋ̩
梧	梧	ˌŋ̩
吴	吳	ˌŋ̩
鼯	鼯	ˌŋ̩
哦	哦	ˌɔ
掸	撣	ˏdan
掸	撢	ˏdan
这	這	ˏdzɛ/¯dzɛ
妇	婦	ˏfu
忿	忿	ˏfɐn
愤	憤	ˏfɐn
奋	奮	ˏfɐn
獬	獬	ˏhai
蟹	蟹	ˏhai
骇	駭	ˏhai
槛	檻	ˏham
颔	頷	ˏhɐm
厚	厚	ˏhɐu
旱	旱	ˏhɔn
胫	脛	ˏhɪŋ/¯gɪŋ
也	也	ˏja
尔	爾	ˏji
以	以	ˏji
洱	洱	ˏji
矣	矣	ˏji
迤	迤	ˏji
迩	邇	ˏji
已	已	ˏji
议	議	ˏji
耳	耳	ˏji
拟	擬	ˏji
染	染	ˏjim
苒	苒	ˏjim
俨	儼	ˏjim
冉	冉	ˏjim
舀	舀	ˏjiu
予	予	ˏjy
雨	雨	ˏjy
龉	齬	ˏjy
圄	圄	ˏjy
瑀	瑀	ˏjy
羽	羽	ˏjy
语	語	ˏjy
敔	敔	ˏjy
貐	貐	ˏjy
乳	乳	ˏjy
宇	宇	ˏjy
汝	汝	ˏjy
禹	禹	ˏjy
与	與	ˏjy
阮	阮	ˏjyn
软	軟	ˏjyn
远	遠	ˏjyn
蕊	蕊	ˏjœy
氧	氧	ˏjœŋ
攘	攘	ˏjœŋ
仰	仰	ˏjœŋ
养	養	ˏjœŋ
痒	癢	ˏjœŋ
嚷	嚷	ˏjœŋ/_jœŋ
荏	荏	ˏjɐm/_jɐm
蚓	蚓	ˏjɐn
引	引	ˏjɐn
友	友	ˏjɐu
酉	酉	ˏjɐu
有	有	ˏjɐu
诱	誘	ˏjɐu
惹	惹	ˏjɛ
野	野	ˏjɛ
冶	冶	ˏjɛ
郢	郢	ˏjɪŋ
勇	勇	ˏjʊŋ
企	企	ˏkei
跷	蹺	ˏkiu
愧	愧	ˏkwɐi
拒	拒	ˏkœy
距	距	ˏkœy
强	強	ˏkœŋ
羟	羥	ˏkœŋ
妗	妗	ˏkɐm
近	近	ˏkɐn
臼	臼	ˏkɐu/¯kɐu
舅	舅	ˏkɐu/¯kɐu
揽	攬	ˏlam
榄	欖	ˏlam
览	覽	ˏlam
懒	懶	ˏlan
冷	冷	ˏlaŋ
娌	娌	ˏlei
理	理	ˏlei
逦	邐	ˏlei
锂	鋰	ˏlei
鲤	鯉	ˏlei
里	里	ˏlei
俚	俚	ˏlei
李	李	ˏlei
履	履	ˏlei
哩	哩	ˏlei/'jɪŋ/ˏlei
脸	臉	ˏlim
殓	殮	ˏlim
撵	攆	ˏlin
辇	輦	ˏlin
了	瞭	ˏliu
了	了	ˏliu
潦	潦	ˏliu/´liu
掳	擄	ˏlou
卤	鹵	ˏlou
鲁	魯	ˏlou
老	老	ˏlou
